"magnetic field strength:0","magnetic field strength:1","magnetic field strength:2","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","potential","GeometryIds","magnetic field strength e:0","magnetic field strength e:1","magnetic field strength e:2","magnetic flux density e:0","magnetic flux density e:1","magnetic flux density e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.9043e+05,483.43,0,-0.84276,0.00092363,0,-9.6373e-07,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03366,-0.07634,0,0
2.8958e+05,498.67,0,-0.8495,0.00095745,0,-1.1334e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03388,-0.07612,0,0
2.8873e+05,513.9,0,-0.85625,0.00099127,0,-1.3031e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.0341,-0.0759,0,0
2.8788e+05,529.14,0,-0.86299,0.0010251,0,-1.4729e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03432,-0.07568,0,0
2.8703e+05,544.37,0,-0.86974,0.0010589,0,-1.6426e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03454,-0.07546,0,0
2.8617e+05,559.61,0,-0.87649,0.0010927,0,-1.8123e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03476,-0.07524,0,0
2.8532e+05,574.84,0,-0.88323,0.0011266,0,-1.982e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03498,-0.07502,0,0
2.8447e+05,590.08,0,-0.88998,0.0011604,0,-2.1517e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.0352,-0.0748,0,0
2.8362e+05,605.31,0,-0.89672,0.0011942,0,-2.3214e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03542,-0.07458,0,0
2.8277e+05,620.55,0,-0.90347,0.001228,0,-2.4911e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03564,-0.07436,0,0
2.8191e+05,635.79,0,-0.91022,0.0012618,0,-2.6608e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03586,-0.07414,0,0
2.8106e+05,651.02,0,-0.91696,0.0012957,0,-2.8305e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03608,-0.07392,0,0
2.8021e+05,666.26,0,-0.92371,0.0013295,0,-3.0002e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.0363,-0.0737,0,0
2.7936e+05,681.49,0,-0.93045,0.0013633,0,-3.1699e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03652,-0.07348,0,0
2.7851e+05,696.73,0,-0.9372,0.0013971,0,-3.3396e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03674,-0.07326,0,0
2.7765e+05,711.96,0,-0.94395,0.0014309,0,-3.5093e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03696,-0.07304,0,0
2.768e+05,727.2,0,-0.95069,0.0014648,0,-3.6791e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03718,-0.07282,0,0
2.7595e+05,742.43,0,-0.95744,0.0014986,0,-3.8488e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.0374,-0.0726,0,0
2.751e+05,757.67,0,-0.96418,0.0015324,0,-4.0185e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03762,-0.07238,0,0
2.7425e+05,772.9,0,-0.97093,0.0015662,0,-4.1882e-06,1,2.7926e+05,-4347.5,0,-0.84405,-0.0060083,0,1,0.03784,-0.07216,0,0
2.7413e+05,586.26,0,-0.97128,0.0012849,0,-4.2774e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03806,-0.07194,0,0
2.7425e+05,335.87,0,-0.96961,0.00090414,0,-4.3412e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03828,-0.07172,0,0
2.7437e+05,85.485,0,-0.96793,0.00052336,0,-4.4049e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.0385,-0.0715,0,0
2.7449e+05,-164.91,0,-0.96626,0.00014257,0,-4.4687e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03872,-0.07128,0,0
2.7461e+05,-415.3,0,-0.96459,-0.00023822,0,-4.5325e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03894,-0.07106,0,0
2.7473e+05,-665.7,0,-0.96292,-0.00061901,0,-4.5963e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03916,-0.07084,0,0
2.7485e+05,-916.09,0,-0.96125,-0.0009998,0,-4.6601e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03938,-0.07062,0,0
2.7497e+05,-1166.5,0,-0.95958,-0.0013806,0,-4.7238e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.0396,-0.0704,0,0
2.7509e+05,-1416.9,0,-0.95791,-0.0017614,0,-4.7876e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.03982,-0.07018,0,0
2.7521e+05,-1667.3,0,-0.95623,-0.0021422,0,-4.8514e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04004,-0.06996,0,0
2.7533e+05,-1917.7,0,-0.95456,-0.002523,0,-4.9152e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04026,-0.06974,0,0
2.7545e+05,-2168.1,0,-0.95289,-0.0029037,0,-4.979e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04048,-0.06952,0,0
2.7557e+05,-2418.5,0,-0.95122,-0.0032845,0,-5.0427e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.0407,-0.0693,0,0
2.7569e+05,-2668.8,0,-0.94955,-0.0036653,0,-5.1065e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04092,-0.06908,0,0
2.7581e+05,-2919.2,0,-0.94788,-0.0040461,0,-5.1703e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04114,-0.06886,0,0
2.7593e+05,-3169.6,0,-0.9462,-0.0044269,0,-5.2341e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04136,-0.06864,0,0
2.7605e+05,-3420,0,-0.94453,-0.0048077,0,-5.2978e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04158,-0.06842,0,0
2.7617e+05,-3670.4,0,-0.94286,-0.0051885,0,-5.3616e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.0418,-0.0682,0,0
2.7629e+05,-3920.8,0,-0.94119,-0.0055693,0,-5.4254e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04202,-0.06798,0,0
2.7641e+05,-4171.2,0,-0.93952,-0.0059501,0,-5.4892e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04224,-0.06776,0,0
2.7653e+05,-4421.6,0,-0.93785,-0.0063308,0,-5.553e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04246,-0.06754,0,0
2.7665e+05,-4672,0,-0.93617,-0.0067116,0,-5.6167e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04268,-0.06732,0,0
2.7677e+05,-4922.4,0,-0.9345,-0.0070924,0,-5.6805e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.0429,-0.0671,0,0
2.7689e+05,-5172.8,0,-0.93283,-0.0074732,0,-5.7443e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04312,-0.06688,0,0
2.7701e+05,-5423.2,0,-0.93116,-0.007854,0,-5.8081e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04334,-0.06666,0,0
2.7713e+05,-5673.6,0,-0.92949,-0.0082348,0,-5.8719e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04356,-0.06644,0,0
2.7725e+05,-5923.9,0,-0.92782,-0.0086156,0,-5.9356e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04378,-0.06622,0,0
2.7737e+05,-6174.3,0,-0.92615,-0.0089964,0,-5.9994e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.044,-0.066,0,0
2.7749e+05,-6424.7,0,-0.92447,-0.0093772,0,-6.0632e-06,1,2.7921e+05,-19826,0,-0.84413,-0.0274,0,1,0.04422,-0.06578,0,0
2.7745e+05,-6169,0,-0.92497,-0.0090375,0,-6.2982e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04444,-0.06556,0,0
2.7739e+05,-5829.8,0,-0.92582,-0.008579,0,-6.5614e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04466,-0.06534,0,0
2.7733e+05,-5490.6,0,-0.92668,-0.0081205,0,-6.8246e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04488,-0.06512,0,0
2.7727e+05,-5151.4,0,-0.92753,-0.007662,0,-7.0878e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.0451,-0.0649,0,0
2.772e+05,-4812.3,0,-0.92839,-0.0072035,0,-7.351e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04532,-0.06468,0,0
2.7714e+05,-4473.1,0,-0.92924,-0.0067449,0,-7.6142e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04554,-0.06446,0,0
2.7708e+05,-4133.9,0,-0.93009,-0.0062864,0,-7.8774e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04576,-0.06424,0,0
2.7702e+05,-3794.7,0,-0.93095,-0.0058279,0,-8.1406e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04598,-0.06402,0,0
2.7696e+05,-3455.5,0,-0.9318,-0.0053694,0,-8.4038e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.0462,-0.0638,0,0
2.769e+05,-3116.3,0,-0.93266,-0.0049109,0,-8.6671e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04642,-0.06358,0,0
2.7683e+05,-2777.1,0,-0.93351,-0.0044523,0,-8.9303e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04664,-0.06336,0,0
2.7677e+05,-2437.9,0,-0.93436,-0.0039938,0,-9.1935e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04686,-0.06314,0,0
2.7671e+05,-2098.7,0,-0.93522,-0.0035353,0,-9.4567e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04708,-0.06292,0,0
2.7665e+05,-1759.5,0,-0.93607,-0.0030768,0,-9.7199e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.0473,-0.0627,0,0
2.7659e+05,-1420.3,0,-0.93693,-0.0026183,0,-9.9831e-06,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04752,-0.06248,0,0
2.7652e+05,-1081.1,0,-0.93778,-0.0021598,0,-1.0246e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04774,-0.06226,0,0
2.7646e+05,-741.9,0,-0.93863,-0.0017013,0,-1.051e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04796,-0.06204,0,0
2.764e+05,-402.71,0,-0.93949,-0.0012427,0,-1.0773e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04818,-0.06182,0,0
2.7634e+05,-63.509,0,-0.94034,-0.00078422,0,-1.1036e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.0484,-0.0616,0,0
2.7628e+05,275.69,0,-0.9412,-0.00032571,0,-1.1299e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04862,-0.06138,0,0
2.7622e+05,614.89,0,-0.94205,0.00013281,0,-1.1562e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04884,-0.06116,0,0
2.7615e+05,954.08,0,-0.9429,0.00059132,0,-1.1826e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04906,-0.06094,0,0
2.7609e+05,1293.3,0,-0.94376,0.0010498,0,-1.2089e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04928,-0.06072,0,0
2.7603e+05,1632.5,0,-0.94461,0.0015084,0,-1.2352e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.0495,-0.0605,0,0
2.7597e+05,1971.7,0,-0.94547,0.0019669,0,-1.2615e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04972,-0.06028,0,0
2.7591e+05,2310.9,0,-0.94632,0.0024254,0,-1.2878e-05,1,2.7844e+05,21091,0,-0.84518,0.029149,0,1,0.04994,-0.06006,0,0
2.7628e+05,2540.2,0,-0.94427,0.0027823,0,-1.0465e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05016,-0.05984,0,0
2.7673e+05,2749.6,0,-0.94169,0.0031208,0,-7.5663e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05038,-0.05962,0,0
2.7717e+05,2959,0,-0.93911,0.0034592,0,-4.6677e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.0506,-0.0594,0,0
2.7762e+05,3168.4,0,-0.93653,0.0037977,0,-1.769e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05082,-0.05918,0,0
2.7807e+05,3377.8,0,-0.93395,0.0041362,0,1.1296e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05104,-0.05896,0,0
2.7852e+05,3587.2,0,-0.93138,0.0044747,0,4.0282e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05126,-0.05874,0,0
2.7897e+05,3796.7,0,-0.9288,0.0048132,0,6.9269e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05148,-0.05852,0,0
2.7941e+05,4006.1,0,-0.92622,0.0051516,0,9.8255e-06,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.0517,-0.0583,0,0
2.7986e+05,4215.5,0,-0.92364,0.0054901,0,1.2724e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05192,-0.05808,0,0
2.8031e+05,4424.9,0,-0.92106,0.0058286,0,1.5623e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05214,-0.05786,0,0
2.8076e+05,4634.3,0,-0.91848,0.0061671,0,1.8521e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05236,-0.05764,0,0
2.8121e+05,4843.7,0,-0.91591,0.0065056,0,2.142e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05258,-0.05742,0,0
2.8166e+05,5053.1,0,-0.91333,0.006844,0,2.4319e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.0528,-0.0572,0,0
2.821e+05,5262.5,0,-0.91075,0.0071825,0,2.7217e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05302,-0.05698,0,0
2.8255e+05,5472,0,-0.90817,0.007521,0,3.0116e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05324,-0.05676,0,0
2.83e+05,5681.4,0,-0.90559,0.0078595,0,3.3015e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05346,-0.05654,0,0
2.8345e+05,5890.8,0,-0.90301,0.008198,0,3.5913e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05368,-0.05632,0,0
2.839e+05,6100.2,0,-0.90043,0.0085364,0,3.8812e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.0539,-0.0561,0,0
2.8434e+05,6309.6,0,-0.89786,0.0088749,0,4.1711e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05412,-0.05588,0,0
2.8479e+05,6519,0,-0.89528,0.0092134,0,4.4609e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05434,-0.05566,0,0
2.8524e+05,6728.4,0,-0.8927,0.0095519,0,4.7508e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05456,-0.05544,0,0
2.8569e+05,6937.8,0,-0.89012,0.0098904,0,5.0407e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05478,-0.05522,0,0
2.8614e+05,7147.2,0,-0.88754,0.010229,0,5.3305e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.055,-0.055,0,0
2.8659e+05,7356.7,0,-0.88496,0.010567,0,5.6204e-05,1,2.7848e+05,36818,0,-0.84513,0.050883,0,1,0.05522,-0.05478,0,0
2.8686e+05,7165.8,0,-0.88478,0.010332,0,5.6043e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05544,-0.05456,0,0
2.8701e+05,6723.6,0,-0.88609,0.0097363,0,5.396e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05566,-0.05434,0,0
2.8717e+05,6281.3,0,-0.88741,0.0091405,0,5.1877e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05588,-0.05412,0,0
2.8733e+05,5839.1,0,-0.88873,0.0085448,0,4.9794e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.0561,-0.0539,0,0
2.8749e+05,5396.8,0,-0.89004,0.007949,0,4.771e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05632,-0.05368,0,0
2.8765e+05,4954.6,0,-0.89136,0.0073532,0,4.5627e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05654,-0.05346,0,0
2.8781e+05,4512.3,0,-0.89267,0.0067575,0,4.3544e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05676,-0.05324,0,0
2.8796e+05,4070.1,0,-0.89399,0.0061617,0,4.1461e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05698,-0.05302,0,0
2.8812e+05,3627.8,0,-0.89531,0.005566,0,3.9378e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.0572,-0.0528,0,0
2.8828e+05,3185.6,0,-0.89662,0.0049702,0,3.7295e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05742,-0.05258,0,0
2.8844e+05,2743.3,0,-0.89794,0.0043745,0,3.5212e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05764,-0.05236,0,0
2.886e+05,2301.1,0,-0.89925,0.0037787,0,3.3129e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05786,-0.05214,0,0
2.8875e+05,1858.8,0,-0.90057,0.003183,0,3.1046e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05808,-0.05192,0,0
2.8891e+05,1416.6,0,-0.90189,0.0025872,0,2.8963e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.0583,-0.0517,0,0
2.8907e+05,974.34,0,-0.9032,0.0019915,0,2.6879e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05852,-0.05148,0,0
2.8923e+05,532.09,0,-0.90452,0.0013957,0,2.4796e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05874,-0.05126,0,0
2.8939e+05,89.85,0,-0.90584,0.00079998,0,2.2713e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05896,-0.05104,0,0
2.8955e+05,-352.4,0,-0.90715,0.00020423,0,2.063e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05918,-0.05082,0,0
2.897e+05,-794.65,0,-0.90847,-0.00039153,0,1.8547e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.0594,-0.0506,0,0
2.8986e+05,-1236.9,0,-0.90978,-0.00098728,0,1.6464e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05962,-0.05038,0,0
2.9002e+05,-1679.2,0,-0.9111,-0.001583,0,1.4381e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.05984,-0.05016,0,0
2.9018e+05,-2121.4,0,-0.91242,-0.0021788,0,1.2298e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.06006,-0.04994,0,0
2.9034e+05,-2563.6,0,-0.91373,-0.0027745,0,1.0215e-05,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.06028,-0.04972,0,0
2.9049e+05,-3005.9,0,-0.91505,-0.0033703,0,8.1316e-06,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.0605,-0.0495,0,0
2.9065e+05,-3448.1,0,-0.91636,-0.003966,0,6.0485e-06,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.06072,-0.04928,0,0
2.9081e+05,-3890.4,0,-0.91768,-0.0045618,0,3.9654e-06,1,2.9617e+05,-31451,0,-0.82068,-0.043466,0,1,0.06094,-0.04906,0,0
2.9118e+05,-4294.5,0,-0.91852,-0.005125,0,1.1788e-06,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06116,-0.04884,0,0
2.9227e+05,-4568,0,-0.91773,-0.0055764,0,-4.0197e-06,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06138,-0.04862,0,0
2.9335e+05,-4841.4,0,-0.91694,-0.0060278,0,-9.2181e-06,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.0616,-0.0484,0,0
2.9444e+05,-5114.8,0,-0.91615,-0.0064793,0,-1.4417e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06182,-0.04818,0,0
2.9553e+05,-5388.3,0,-0.91536,-0.0069307,0,-1.9615e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06204,-0.04796,0,0
2.9661e+05,-5661.7,0,-0.91457,-0.0073822,0,-2.4813e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06226,-0.04774,0,0
2.977e+05,-5935.1,0,-0.91378,-0.0078336,0,-3.0012e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06248,-0.04752,0,0
2.9879e+05,-6208.5,0,-0.91299,-0.0082851,0,-3.521e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.0627,-0.0473,0,0
2.9987e+05,-6482,0,-0.9122,-0.0087365,0,-4.0409e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06292,-0.04708,0,0
3.0096e+05,-6755.4,0,-0.91141,-0.0091879,0,-4.5607e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06314,-0.04686,0,0
3.0205e+05,-7028.8,0,-0.91062,-0.0096394,0,-5.0806e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06336,-0.04664,0,0
3.0313e+05,-7302.3,0,-0.90983,-0.010091,0,-5.6004e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06358,-0.04642,0,0
3.0422e+05,-7575.7,0,-0.90904,-0.010542,0,-6.1203e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.0638,-0.0462,0,0
3.0531e+05,-7849.1,0,-0.90825,-0.010994,0,-6.6401e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06402,-0.04598,0,0
3.0639e+05,-8122.6,0,-0.90746,-0.011445,0,-7.1599e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06424,-0.04576,0,0
3.0748e+05,-8396,0,-0.90667,-0.011897,0,-7.6798e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06446,-0.04554,0,0
3.0857e+05,-8669.4,0,-0.90588,-0.012348,0,-8.1996e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06468,-0.04532,0,0
3.0965e+05,-8942.9,0,-0.90509,-0.012799,0,-8.7195e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.0649,-0.0451,0,0
3.1074e+05,-9216.3,0,-0.9043,-0.013251,0,-9.2393e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06512,-0.04488,0,0
3.1183e+05,-9489.7,0,-0.90351,-0.013702,0,-9.7592e-05,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06534,-0.04466,0,0
3.1291e+05,-9763.2,0,-0.90272,-0.014154,0,-0.00010279,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06556,-0.04444,0,0
3.14e+05,-10037,0,-0.90193,-0.014605,0,-0.00010799,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06578,-0.04422,0,0
3.1508e+05,-10310,0,-0.90114,-0.015057,0,-0.00011319,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.066,-0.044,0,0
3.1617e+05,-10583,0,-0.90035,-0.015508,0,-0.00011839,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06622,-0.04378,0,0
3.1726e+05,-10857,0,-0.89956,-0.01596,0,-0.00012358,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06644,-0.04356,0,0
3.1834e+05,-11130,0,-0.89877,-0.016411,0,-0.00012878,1,2.9617e+05,-47231,0,-0.82068,-0.065275,0,1,0.06666,-0.04334,0,0
3.1904e+05,-10404,0,-0.89994,-0.015398,0,-0.00012377,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06688,-0.04312,0,0
3.1973e+05,-9645.9,0,-0.90117,-0.014339,0,-0.00011845,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.0671,-0.0429,0,0
3.2042e+05,-8888.1,0,-0.90239,-0.013281,0,-0.00011312,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06732,-0.04268,0,0
3.211e+05,-8130.3,0,-0.90362,-0.012222,0,-0.0001078,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06754,-0.04246,0,0
3.2179e+05,-7372.5,0,-0.90485,-0.011163,0,-0.00010247,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06776,-0.04224,0,0
3.2247e+05,-6614.7,0,-0.90608,-0.010105,0,-9.7147e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06798,-0.04202,0,0
3.2316e+05,-5856.9,0,-0.90731,-0.0090461,0,-9.1822e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.0682,-0.0418,0,0
3.2385e+05,-5099.1,0,-0.90854,-0.0079874,0,-8.6496e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06842,-0.04158,0,0
3.2453e+05,-4341.3,0,-0.90977,-0.0069288,0,-8.1171e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06864,-0.04136,0,0
3.2522e+05,-3583.5,0,-0.911,-0.0058701,0,-7.5845e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06886,-0.04114,0,0
3.259e+05,-2825.7,0,-0.91222,-0.0048115,0,-7.052e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.06908,-0.04092,0,0
3.2659e+05,-2067.9,0,-0.91345,-0.0037528,0,-6.5194e-05,1,3.3193e+05,45277,0,-0.77126,0.062574,0,1,0.0693,-0.0407,0,0
