1 1 0  -1.50000000000E-001 -1.08420217249E-019 -4.33680868994E-019 -1.38810362979E-003 -7.43657957110E-005 -7.08654756659E-005 -1.10461005568E+003 -5.91784046261E+001 -5.63928255415E+001 -1.56810834223E-003 -4.53772462995E-004 -5.06351369924E-004 -1.24786097128E+003 -3.61100653036E+002 -4.02941617784E+002
1 1 1  -1.49700000000E-001  3.25260651746E-019  7.58941520740E-019 -1.41065342879E-003 -8.21739266737E-005 -8.41146271269E-005 -1.12255392737E+003 -6.53919178134E+001 -6.69361808750E+001 -1.56810834223E-003 -4.53772462995E-004 -5.06351369924E-004 -1.24786097128E+003 -3.61100653036E+002 -4.02941617784E+002
1 1 2  -1.49400000000E-001 -2.16840434497E-019 -1.84314369323E-018 -1.43320322780E-003 -8.99820576364E-005 -9.73637785878E-005 -1.14049779906E+003 -7.16054310008E+001 -7.74795362085E+001 -1.56810834223E-003 -4.53772462995E-004 -5.06351369924E-004 -1.24786097128E+003 -3.61100653036E+002 -4.02941617784E+002
1 1 3  -1.49100000000E-001 -2.71050543121E-019  6.50521303491E-019 -1.45575302680E-003 -9.77901885991E-005 -1.10612930049E-004 -1.15844167075E+003 -7.78189441881E+001 -8.80228915420E+001 -1.56810834223E-003 -4.53772462995E-004 -5.06351369924E-004 -1.24786097128E+003 -3.61100653036E+002 -4.02941617784E+002
1 1 4  -1.48800000000E-001 -2.57498015965E-019  1.40946282423E-018 -1.47830282580E-003 -1.05598319562E-004 -1.23862081510E-004 -1.17638554244E+003 -8.40324573754E+001 -9.85662468755E+001 -1.56810834223E-003 -4.53772462995E-004 -5.06351369924E-004 -1.24786097128E+003 -3.61100653036E+002 -4.02941617784E+002
1 1 5  -1.48500000000E-001 -2.47333620598E-019  8.21621958837E-020 -1.50969929068E-003 -1.10518701093E-004 -1.32390928468E-004 -1.20136995861E+003 -8.79479706032E+001 -1.05353296789E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 6  -1.48200000000E-001  1.35525271561E-020  1.49924831664E-019 -1.55519499761E-003 -1.10836774958E-004 -1.33396860393E-004 -1.23757513772E+003 -8.82010806045E+001 -1.06153790856E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 7  -1.47900000000E-001 -3.93023287526E-019  1.09267250196E-019 -1.60069070453E-003 -1.11154848822E-004 -1.34402792319E-004 -1.27378031683E+003 -8.84541906058E+001 -1.06954284923E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 8  -1.47600000000E-001 -9.48676900925E-020  1.38066370402E-019 -1.64618641145E-003 -1.11472922687E-004 -1.35408724244E-004 -1.30998549594E+003 -8.87073006071E+001 -1.07754778991E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 9  -1.47300000000E-001 -5.42101086243E-020 -1.01643953671E-020 -1.69168211837E-003 -1.11790996551E-004 -1.36414656170E-004 -1.34619067506E+003 -8.89604106085E+001 -1.08555273058E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 10  -1.47000000000E-001 -2.71050543121E-020  5.59041745188E-020 -1.73717782530E-003 -1.12109070415E-004 -1.37420588095E-004 -1.38239585417E+003 -8.92135206098E+001 -1.09355767125E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 11  -1.46700000000E-001 -2.43945488809E-019 -3.55753837847E-020 -1.78267353222E-003 -1.12427144280E-004 -1.38426520020E-004 -1.41860103328E+003 -8.94666306111E+001 -1.10156261193E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 12  -1.46400000000E-001  2.71050543121E-020  1.93123511974E-019 -1.82816923914E-003 -1.12745218144E-004 -1.39432451946E-004 -1.45480621239E+003 -8.97197406125E+001 -1.10956755260E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
1 1 13  -1.46100000000E-001  1.08420217249E-019  4.23516473627E-020 -1.87366494606E-003 -1.13063292009E-004 -1.40438383871E-004 -1.49101139151E+003 -8.99728506138E+001 -1.11757249327E+002 -1.99303524194E-003  2.38089062026E-005 -6.40163670708E-005 -1.58600705437E+003  1.89465255804E+001 -5.09426063487E+001
